"DataSet","Location_ID","UpperDepth","LowerDepth","OrigPropertyCode","ObservedProperty","Value","Units"
"QLDGovernment","SPFD_3_1",0,0.1,"10A1","10A1","0.0200","%"
"QLDGovernment","SPFD_3_1",0,0.1,"10B3","10B3","8","mg/kg"
"QLDGovernment","SPFD_3_1",0,0.1,"15C1_Ca",NA,"4.2300","None"
"QLDGovernment","SPFD_3_1",0,0.1,"15C1_CEC","15C1_CEC","16","meq/100g"
"QLDGovernment","SPFD_3_1",0,0.1,"15C1_K","15C1_K","0.3100","meq/100g"
"QLDGovernment","SPFD_3_1",0,0.1,"15C1_Mg",NA,"6.1700","None"
"QLDGovernment","SPFD_3_1",0,0.1,"15C1_Na",NA,"0.5300","None"
"QLDGovernment","SPFD_3_1",0,0.1,"15N1","15N1","3.3000","%"
"QLDGovernment","SPFD_3_1",0,0.1,"17A1","17A1","0.1600","%"
"QLDGovernment","SPFD_3_1",0,0.1,"18B1","18B1","0.3000","mg/kg"
"QLDGovernment","SPFD_3_1",0,0.1,"2A1","2A1","1.6000","%"
"QLDGovernment","SPFD_3_1",0,0.1,"2E1","2E1","9.3000","NA"
"QLDGovernment","SPFD_3_1",0,0.1,"2Z1_R1","2Z1_R1","0.5200","NA"
"QLDGovernment","SPFD_3_1",0,0.1,"2Z2_Clay","2Z2_Clay","24","%"
"QLDGovernment","SPFD_3_1",0,0.1,"2Z2_CS","2Z2_CS","21","%"
"QLDGovernment","SPFD_3_1",0,0.1,"2Z2_FS","2Z2_FS","44","%"
"QLDGovernment","SPFD_3_1",0,0.1,"2Z2_Silt","2Z2_Silt","13","%"
"QLDGovernment","SPFD_3_1",0,0.1,"2Z2_sum",NA,"102","None"
"QLDGovernment","SPFD_3_1",0,0.1,"3A1","3A1","0.0300","dS/m"
"QLDGovernment","SPFD_3_1",0,0.1,"4A1","4A1","6.4000","NA"
"QLDGovernment","SPFD_3_1",0,0.1,"5A2","5A2","20","mg/kg"
"QLDGovernment","SPFD_3_1",0,0.1,"6A1","6A1","1.1000","%"
"QLDGovernment","SPFD_3_1",0,0.1,"7A2","7A2","0.0900","%"
"QLDGovernment","SPFD_3_1",0,0.1,"7B1","7B1","2","mg/kg"
"QLDGovernment","SPFD_3_1",0,0.1,"9A1","9A1","0.0300","%"
"QLDGovernment","SPFD_3_1",0,0.1,"9B2","9B2","4","mg/kg"
"QLDGovernment","SPFD_3_1",0,0.1,"9G2","9G2","13","mg/kg"
"QLDGovernment","SPFD_3_1",0.2,0.3,"10A1","10A1","0.0200","%"
"QLDGovernment","SPFD_3_1",0.2,0.3,"10B3","10B3","22","mg/kg"
"QLDGovernment","SPFD_3_1",0.2,0.3,"15C1_Ca",NA,"7.2300","None"
"QLDGovernment","SPFD_3_1",0.2,0.3,"15C1_CEC","15C1_CEC","31","meq/100g"
"QLDGovernment","SPFD_3_1",0.2,0.3,"15C1_K","15C1_K","0.1700","meq/100g"
"QLDGovernment","SPFD_3_1",0.2,0.3,"15C1_Mg",NA,"15.7700","None"
"QLDGovernment","SPFD_3_1",0.2,0.3,"15C1_Na",NA,"3.9500","None"
"QLDGovernment","SPFD_3_1",0.2,0.3,"15N1","15N1","12.7000","%"
"QLDGovernment","SPFD_3_1",0.2,0.3,"17A1","17A1","0.1800","%"
"QLDGovernment","SPFD_3_1",0.2,0.3,"18B1","18B1","0.1500","mg/kg"
"QLDGovernment","SPFD_3_1",0.2,0.3,"2A1","2A1","3.7000","%"
"QLDGovernment","SPFD_3_1",0.2,0.3,"2E1","2E1","21.7000","NA"
"QLDGovernment","SPFD_3_1",0.2,0.3,"2Z1_R1","2Z1_R1","0.6600","NA"
"QLDGovernment","SPFD_3_1",0.2,0.3,"2Z2_Clay","2Z2_Clay","52","%"
"QLDGovernment","SPFD_3_1",0.2,0.3,"2Z2_CS","2Z2_CS","13","%"
"QLDGovernment","SPFD_3_1",0.2,0.3,"2Z2_FS","2Z2_FS","26","%"
"QLDGovernment","SPFD_3_1",0.2,0.3,"2Z2_Silt","2Z2_Silt","9","%"
"QLDGovernment","SPFD_3_1",0.2,0.3,"2Z2_sum",NA,"100","None"
"QLDGovernment","SPFD_3_1",0.2,0.3,"3A1","3A1","0.3200","dS/m"
"QLDGovernment","SPFD_3_1",0.2,0.3,"4A1","4A1","7.6000","NA"
"QLDGovernment","SPFD_3_1",0.2,0.3,"5A2","5A2","410","mg/kg"
"QLDGovernment","SPFD_3_1",0.2,0.3,"6A1","6A1","0.8000","%"
"QLDGovernment","SPFD_3_1",0.2,0.3,"7A2","7A2","0.0600","%"
"QLDGovernment","SPFD_3_1",0.2,0.3,"9A1","9A1","0.0100","%"
"QLDGovernment","SPFD_3_1",0.2,0.3,"9B2","9B2","16","mg/kg"
"QLDGovernment","SPFD_3_1",0.2,0.3,"9G2","9G2","2","mg/kg"
"QLDGovernment","SPFD_3_1",0.5,0.6,"10A1","10A1","0.0200","%"
"QLDGovernment","SPFD_3_1",0.5,0.6,"10B3","10B3","39","mg/kg"
"QLDGovernment","SPFD_3_1",0.5,0.6,"15C1_Ca",NA,"5.8500","None"
"QLDGovernment","SPFD_3_1",0.5,0.6,"15C1_CEC","15C1_CEC","27","meq/100g"
"QLDGovernment","SPFD_3_1",0.5,0.6,"15C1_K","15C1_K","0.1500","meq/100g"
"QLDGovernment","SPFD_3_1",0.5,0.6,"15C1_Mg",NA,"17.7800","None"
"QLDGovernment","SPFD_3_1",0.5,0.6,"15C1_Na",NA,"5.5100","None"
"QLDGovernment","SPFD_3_1",0.5,0.6,"15N1","15N1","20.4000","%"
"QLDGovernment","SPFD_3_1",0.5,0.6,"17A1","17A1","0.1600","%"
"QLDGovernment","SPFD_3_1",0.5,0.6,"18B1","18B1","0.1100","mg/kg"
"QLDGovernment","SPFD_3_1",0.5,0.6,"2A1","2A1","3.4000","%"
"QLDGovernment","SPFD_3_1",0.5,0.6,"2E1","2E1","19.5000","NA"
"QLDGovernment","SPFD_3_1",0.5,0.6,"2Z1_R1","2Z1_R1","0.8100","NA"
"QLDGovernment","SPFD_3_1",0.5,0.6,"2Z2_Clay","2Z2_Clay","45","%"
"QLDGovernment","SPFD_3_1",0.5,0.6,"2Z2_CS","2Z2_CS","16","%"
"QLDGovernment","SPFD_3_1",0.5,0.6,"2Z2_FS","2Z2_FS","30","%"
"QLDGovernment","SPFD_3_1",0.5,0.6,"2Z2_Silt","2Z2_Silt","11","%"
"QLDGovernment","SPFD_3_1",0.5,0.6,"2Z2_sum",NA,"102","None"
"QLDGovernment","SPFD_3_1",0.5,0.6,"3A1","3A1","0.9300","dS/m"
"QLDGovernment","SPFD_3_1",0.5,0.6,"4A1","4A1","8.8000","NA"
"QLDGovernment","SPFD_3_1",0.5,0.6,"5A2","5A2","1170","mg/kg"
"QLDGovernment","SPFD_3_1",0.5,0.6,"6A1","6A1","0.4000","%"
"QLDGovernment","SPFD_3_1",0.5,0.6,"7A2","7A2","0.0200","%"
"QLDGovernment","SPFD_3_1",0.5,0.6,"7B1","7B1","1","mg/kg"
"QLDGovernment","SPFD_3_1",0.5,0.6,"9A1","9A1","0.0100","%"
"QLDGovernment","SPFD_3_1",0.5,0.6,"9B2","9B2","15","mg/kg"
"QLDGovernment","SPFD_3_1",0.5,0.6,"9G2","9G2","2","mg/kg"
"QLDGovernment","SPFD_3_1",0.8,0.9,"10A1","10A1","0.0200","%"
"QLDGovernment","SPFD_3_1",0.8,0.9,"10B3","10B3","35","mg/kg"
"QLDGovernment","SPFD_3_1",0.8,0.9,"15C1_Ca",NA,"6.6000","None"
"QLDGovernment","SPFD_3_1",0.8,0.9,"15C1_CEC","15C1_CEC","28","meq/100g"
"QLDGovernment","SPFD_3_1",0.8,0.9,"15C1_K","15C1_K","0.1900","meq/100g"
"QLDGovernment","SPFD_3_1",0.8,0.9,"15C1_Mg",NA,"19.9700","None"
"QLDGovernment","SPFD_3_1",0.8,0.9,"15C1_Na",NA,"5.9400","None"
"QLDGovernment","SPFD_3_1",0.8,0.9,"15N1","15N1","21.2000","%"
"QLDGovernment","SPFD_3_1",0.8,0.9,"17A1","17A1","0.1700","%"
"QLDGovernment","SPFD_3_1",0.8,0.9,"18B1","18B1","0.1300","mg/kg"
"QLDGovernment","SPFD_3_1",0.8,0.9,"2A1","2A1","3","%"
"QLDGovernment","SPFD_3_1",0.8,0.9,"2E1","2E1","20.3000","NA"
"QLDGovernment","SPFD_3_1",0.8,0.9,"2Z1_R1","2Z1_R1","0.8500","NA"
"QLDGovernment","SPFD_3_1",0.8,0.9,"2Z2_Clay","2Z2_Clay","48","%"
"QLDGovernment","SPFD_3_1",0.8,0.9,"2Z2_CS","2Z2_CS","15","%"
"QLDGovernment","SPFD_3_1",0.8,0.9,"2Z2_FS","2Z2_FS","29","%"
"QLDGovernment","SPFD_3_1",0.8,0.9,"2Z2_Silt","2Z2_Silt","9","%"
"QLDGovernment","SPFD_3_1",0.8,0.9,"2Z2_sum",NA,"101","None"
"QLDGovernment","SPFD_3_1",0.8,0.9,"3A1","3A1","0.9700","dS/m"
"QLDGovernment","SPFD_3_1",0.8,0.9,"4A1","4A1","9","NA"
"QLDGovernment","SPFD_3_1",0.8,0.9,"5A2","5A2","1160","mg/kg"
"QLDGovernment","SPFD_3_1",0.8,0.9,"6A1","6A1","0.3000","%"
"QLDGovernment","SPFD_3_1",0.8,0.9,"7A2","7A2","0.0100","%"
"QLDGovernment","SPFD_3_1",0.8,0.9,"7B1","7B1","1","mg/kg"
"QLDGovernment","SPFD_3_1",0.8,0.9,"9A1","9A1","0.0100","%"
"QLDGovernment","SPFD_3_1",0.8,0.9,"9B2","9B2","3","mg/kg"
"QLDGovernment","SPFD_3_1",0.8,0.9,"9G2","9G2","2","mg/kg"
"QLDGovernment","SPFD_3_1",1.1,1.2,"10A1","10A1","0.0100","%"
"QLDGovernment","SPFD_3_1",1.1,1.2,"10B3","10B3","24","mg/kg"
"QLDGovernment","SPFD_3_1",1.1,1.2,"15C1_Ca",NA,"6.0800","None"
"QLDGovernment","SPFD_3_1",1.1,1.2,"15C1_CEC","15C1_CEC","32","meq/100g"
"QLDGovernment","SPFD_3_1",1.1,1.2,"15C1_K","15C1_K","0.1700","meq/100g"
"QLDGovernment","SPFD_3_1",1.1,1.2,"15C1_Mg",NA,"19.6600","None"
"QLDGovernment","SPFD_3_1",1.1,1.2,"15C1_Na",NA,"6.6500","None"
"QLDGovernment","SPFD_3_1",1.1,1.2,"15N1","15N1","20.8000","%"
"QLDGovernment","SPFD_3_1",1.1,1.2,"17A1","17A1","0.1800","%"
"QLDGovernment","SPFD_3_1",1.1,1.2,"18B1","18B1","0.1400","mg/kg"
"QLDGovernment","SPFD_3_1",1.1,1.2,"2A1","2A1","3","%"
"QLDGovernment","SPFD_3_1",1.1,1.2,"2E1","2E1","20","NA"
"QLDGovernment","SPFD_3_1",1.1,1.2,"2Z1_R1","2Z1_R1","0.5400","NA"
"QLDGovernment","SPFD_3_1",1.1,1.2,"2Z2_Clay","2Z2_Clay","48","%"
"QLDGovernment","SPFD_3_1",1.1,1.2,"2Z2_CS","2Z2_CS","13","%"
"QLDGovernment","SPFD_3_1",1.1,1.2,"2Z2_FS","2Z2_FS","29","%"
"QLDGovernment","SPFD_3_1",1.1,1.2,"2Z2_Silt","2Z2_Silt","12","%"
"QLDGovernment","SPFD_3_1",1.1,1.2,"2Z2_sum",NA,"102","None"
"QLDGovernment","SPFD_3_1",1.1,1.2,"3A1","3A1","1.0500","dS/m"
"QLDGovernment","SPFD_3_1",1.1,1.2,"4A1","4A1","8.9000","NA"
"QLDGovernment","SPFD_3_1",1.1,1.2,"5A2","5A2","1300","mg/kg"
"QLDGovernment","SPFD_3_1",1.1,1.2,"6A1","6A1","0.3000","%"
"QLDGovernment","SPFD_3_1",1.1,1.2,"7A2","7A2","0.0100","%"
"QLDGovernment","SPFD_3_1",1.1,1.2,"7B1","7B1","1","mg/kg"
"QLDGovernment","SPFD_3_1",1.1,1.2,"9A1","9A1","0.0100","%"
"QLDGovernment","SPFD_3_1",1.1,1.2,"9B2","9B2","2","mg/kg"
"QLDGovernment","SPFD_3_1",1.1,1.2,"9G2","9G2","4","mg/kg"
"QLDGovernment","SPFD_3_1",1.4,1.5,"10A1","10A1","0.0100","%"
"QLDGovernment","SPFD_3_1",1.4,1.5,"10B3","10B3","18","mg/kg"
"QLDGovernment","SPFD_3_1",1.4,1.5,"15C1_Ca",NA,"4.1000","None"
"QLDGovernment","SPFD_3_1",1.4,1.5,"15C1_CEC","15C1_CEC","30","meq/100g"
"QLDGovernment","SPFD_3_1",1.4,1.5,"15C1_K","15C1_K","0.1400","meq/100g"
"QLDGovernment","SPFD_3_1",1.4,1.5,"15C1_Mg",NA,"17.6000","None"
"QLDGovernment","SPFD_3_1",1.4,1.5,"15C1_Na",NA,"6.5100","None"
"QLDGovernment","SPFD_3_1",1.4,1.5,"15N1","15N1","21.7000","%"
"QLDGovernment","SPFD_3_1",1.4,1.5,"17A1","17A1","0.1600","%"
"QLDGovernment","SPFD_3_1",1.4,1.5,"18B1","18B1","0.1500","mg/kg"
"QLDGovernment","SPFD_3_1",1.4,1.5,"2A1","2A1","3.7000","%"
"QLDGovernment","SPFD_3_1",1.4,1.5,"2E1","2E1","19.5000","NA"
"QLDGovernment","SPFD_3_1",1.4,1.5,"2Z1_R1","2Z1_R1","0.9100","NA"
"QLDGovernment","SPFD_3_1",1.4,1.5,"2Z2_Clay","2Z2_Clay","49","%"
"QLDGovernment","SPFD_3_1",1.4,1.5,"2Z2_CS","2Z2_CS","14","%"
"QLDGovernment","SPFD_3_1",1.4,1.5,"2Z2_FS","2Z2_FS","30","%"
"QLDGovernment","SPFD_3_1",1.4,1.5,"2Z2_Silt","2Z2_Silt","11","%"
"QLDGovernment","SPFD_3_1",1.4,1.5,"2Z2_sum",NA,"104","None"
"QLDGovernment","SPFD_3_1",1.4,1.5,"3A1","3A1","0.8700","dS/m"
"QLDGovernment","SPFD_3_1",1.4,1.5,"4A1","4A1","8","NA"
"QLDGovernment","SPFD_3_1",1.4,1.5,"5A2","5A2","1260","mg/kg"
"QLDGovernment","SPFD_3_1",1.4,1.5,"6A1","6A1","0.2000","%"
"QLDGovernment","SPFD_3_1",1.4,1.5,"7A2","7A2","0.0100","%"
"QLDGovernment","SPFD_3_1",1.4,1.5,"7B1","7B1","1","mg/kg"
"QLDGovernment","SPFD_3_1",1.4,1.5,"9A1","9A1","0.0090","%"
"QLDGovernment","SPFD_3_1",1.4,1.5,"9B2","9B2","3","mg/kg"
"QLDGovernment","SPFD_3_1",1.4,1.5,"9G2","9G2","5","mg/kg"
"QLDGovernment","SALTS_99_1",0,0.08,"3A1","3A1","0.2700","dS/m"
"QLDGovernment","SALTS_99_1",0,0.08,"4A1","4A1","5.7000","NA"
"QLDGovernment","SALTS_99_1",0,0.08,"5A2","5A2","117","mg/kg"
"QLDGovernment","SALTS_99_1",0,0.08,"7B1","7B1","91","mg/kg"
"QLDGovernment","SALTS_99_1",0.2,0.3,"3A1","3A1","0.2800","dS/m"
"QLDGovernment","SALTS_99_1",0.2,0.3,"4A1","4A1","7.4000","NA"
"QLDGovernment","SALTS_99_1",0.2,0.3,"5A2","5A2","244","mg/kg"
"QLDGovernment","SALTS_99_1",0.2,0.3,"7B1","7B1","21","mg/kg"
"QLDGovernment","SALTS_99_1",0.5,0.6,"3A1","3A1","0.5900","dS/m"
"QLDGovernment","SALTS_99_1",0.5,0.6,"4A1","4A1","9","NA"
"QLDGovernment","SALTS_99_1",0.5,0.6,"5A2","5A2","474","mg/kg"
"QLDGovernment","SALTS_99_1",0.5,0.6,"7B1","7B1","4","mg/kg"
"QLDGovernment","SALTS_99_1",0.8,0.9,"3A1","3A1","0.7700","dS/m"
"QLDGovernment","SALTS_99_1",0.8,0.9,"4A1","4A1","8.9000","NA"
"QLDGovernment","SALTS_99_1",0.8,0.9,"5A2","5A2","808","mg/kg"
"QLDGovernment","SALTS_99_1",0.8,0.9,"7B1","7B1","1","mg/kg"
"QLDGovernment","SALTS_99_1",1.1,1.2,"3A1","3A1","0.9000","dS/m"
"QLDGovernment","SALTS_99_1",1.1,1.2,"4A1","4A1","8.8000","NA"
"QLDGovernment","SALTS_99_1",1.1,1.2,"5A2","5A2","1020","mg/kg"
"QLDGovernment","SALTS_99_1",1.1,1.2,"7B1","7B1","2","mg/kg"
"QLDGovernment","SALTS_99_1",1.4,1.5,"3A1","3A1","0.8600","dS/m"
"QLDGovernment","SALTS_99_1",1.4,1.5,"4A1","4A1","8.9000","NA"
"QLDGovernment","SALTS_99_1",1.4,1.5,"5A2","5A2","927","mg/kg"
"QLDGovernment","SALTS_99_1",1.4,1.5,"7B1","7B1","2","mg/kg"
"QLDGovernment","SBT_9038_1",0,0.1,"10A1","10A1","0.0600","%"
"QLDGovernment","SBT_9038_1",0,0.1,"15C1_Ca",NA,"1.7000","None"
"QLDGovernment","SBT_9038_1",0,0.1,"15C1_CEC","15C1_CEC","25","meq/100g"
"QLDGovernment","SBT_9038_1",0,0.1,"15C1_K","15C1_K","0.7800","meq/100g"
"QLDGovernment","SBT_9038_1",0,0.1,"15C1_Mg",NA,"1.3000","None"
"QLDGovernment","SBT_9038_1",0,0.1,"15C1_Na",NA,"0.6500","None"
"QLDGovernment","SBT_9038_1",0,0.1,"17A1","17A1","0.0610","%"
"QLDGovernment","SBT_9038_1",0,0.1,"2A1","2A1","2.9000","%"
"QLDGovernment","SBT_9038_1",0,0.1,"2E1","2E1","11","NA"
"QLDGovernment","SBT_9038_1",0,0.1,"2Z1_R1","2Z1_R1","0.4200","NA"
"QLDGovernment","SBT_9038_1",0,0.1,"2Z2_Clay","2Z2_Clay","18","%"
"QLDGovernment","SBT_9038_1",0,0.1,"2Z2_CS","2Z2_CS","38","%"
"QLDGovernment","SBT_9038_1",0,0.1,"2Z2_FS","2Z2_FS","35","%"
"QLDGovernment","SBT_9038_1",0,0.1,"2Z2_Silt","2Z2_Silt","8","%"
"QLDGovernment","SBT_9038_1",0,0.1,"3A1","3A1","0.0400","dS/m"
"QLDGovernment","SBT_9038_1",0,0.1,"4A1","4A1","6","NA"
"QLDGovernment","SBT_9038_1",0,0.1,"4B1","4B1","5.1000","NA"
"QLDGovernment","SBT_9038_1",0,0.1,"5A2","5A2","20","mg/kg"
"QLDGovernment","SBT_9038_1",0,0.1,"9A1","9A1","0.0730","%"
"QLDGovernment","SBT_9038_1",0.2,0.3,"10A1","10A1","0.0400","%"
"QLDGovernment","SBT_9038_1",0.2,0.3,"15C1_Ca",NA,"1.3000","None"
"QLDGovernment","SBT_9038_1",0.2,0.3,"15C1_CEC","15C1_CEC","21","meq/100g"
"QLDGovernment","SBT_9038_1",0.2,0.3,"15C1_K","15C1_K","0.1300","meq/100g"
"QLDGovernment","SBT_9038_1",0.2,0.3,"15C1_Mg",NA,"1.6000","None"
"QLDGovernment","SBT_9038_1",0.2,0.3,"15C1_Na",NA,"0.0800","None"
"QLDGovernment","SBT_9038_1",0.2,0.3,"17A1","17A1","0.0190","%"
"QLDGovernment","SBT_9038_1",0.2,0.3,"2A1","2A1","2.9000","%"
"QLDGovernment","SBT_9038_1",0.2,0.3,"2E1","2E1","11","NA"
"QLDGovernment","SBT_9038_1",0.2,0.3,"2Z1_R1","2Z1_R1","0.2300","NA"
"QLDGovernment","SBT_9038_1",0.2,0.3,"2Z2_Clay","2Z2_Clay","18","%"
"QLDGovernment","SBT_9038_1",0.2,0.3,"2Z2_CS","2Z2_CS","32","%"
"QLDGovernment","SBT_9038_1",0.2,0.3,"2Z2_FS","2Z2_FS","40","%"
"QLDGovernment","SBT_9038_1",0.2,0.3,"2Z2_Silt","2Z2_Silt","14","%"
"QLDGovernment","SBT_9038_1",0.2,0.3,"3A1","3A1","0.0200","dS/m"
"QLDGovernment","SBT_9038_1",0.2,0.3,"4A1","4A1","6.2000","NA"
"QLDGovernment","SBT_9038_1",0.2,0.3,"4B1","4B1","5.4000","NA"
"QLDGovernment","SBT_9038_1",0.2,0.3,"5A2","5A2","20","mg/kg"
"QLDGovernment","SBT_9038_1",0.2,0.3,"9A1","9A1","0.0370","%"
"QLDGovernment","SBT_9038_1",0.5,0.6,"10A1","10A1","0.0100","%"
"QLDGovernment","SBT_9038_1",0.5,0.6,"15C1_Ca",NA,"3.2000","None"
"QLDGovernment","SBT_9038_1",0.5,0.6,"15C1_CEC","15C1_CEC","10","meq/100g"
"QLDGovernment","SBT_9038_1",0.5,0.6,"15C1_K","15C1_K","0.0600","meq/100g"
"QLDGovernment","SBT_9038_1",0.5,0.6,"15C1_Mg",NA,"2.6000","None"
"QLDGovernment","SBT_9038_1",0.5,0.6,"15C1_Na",NA,"0.1000","None"
"QLDGovernment","SBT_9038_1",0.5,0.6,"17A1","17A1","0.0230","%"
"QLDGovernment","SBT_9038_1",0.5,0.6,"2A1","2A1","1.5000","%"
"QLDGovernment","SBT_9038_1",0.5,0.6,"2E1","2E1","11","NA"
"QLDGovernment","SBT_9038_1",0.5,0.6,"2Z1_R1","2Z1_R1","0.2800","NA"
"QLDGovernment","SBT_9038_1",0.5,0.6,"2Z2_Clay","2Z2_Clay","20","%"
"QLDGovernment","SBT_9038_1",0.5,0.6,"2Z2_CS","2Z2_CS","33","%"
"QLDGovernment","SBT_9038_1",0.5,0.6,"2Z2_FS","2Z2_FS","42","%"
"QLDGovernment","SBT_9038_1",0.5,0.6,"2Z2_Silt","2Z2_Silt","7","%"
"QLDGovernment","SBT_9038_1",0.5,0.6,"3A1","3A1","0.0100","dS/m"
"QLDGovernment","SBT_9038_1",0.5,0.6,"4A1","4A1","6.4000","NA"
"QLDGovernment","SBT_9038_1",0.5,0.6,"4B1","4B1","5.6000","NA"
"QLDGovernment","SBT_9038_1",0.5,0.6,"5A2","5A2","20","mg/kg"
"QLDGovernment","SBT_9038_1",0.5,0.6,"9A1","9A1","0.0160","%"
"QLDGovernment","SBT_9038_1",0.8,0.9,"10A1","10A1","0.0100","%"
"QLDGovernment","SBT_9038_1",0.8,0.9,"15C1_Ca",NA,"3.2000","None"
"QLDGovernment","SBT_9038_1",0.8,0.9,"15C1_CEC","15C1_CEC","8","meq/100g"
"QLDGovernment","SBT_9038_1",0.8,0.9,"15C1_K","15C1_K","0.0400","meq/100g"
"QLDGovernment","SBT_9038_1",0.8,0.9,"15C1_Mg",NA,"3.2000","None"
"QLDGovernment","SBT_9038_1",0.8,0.9,"15C1_Na",NA,"0.1100","None"
"QLDGovernment","SBT_9038_1",0.8,0.9,"17A1","17A1","0.0230","%"
"QLDGovernment","SBT_9038_1",0.8,0.9,"2A1","2A1","1.5000","%"
"QLDGovernment","SBT_9038_1",0.8,0.9,"2E1","2E1","11","NA"
"QLDGovernment","SBT_9038_1",0.8,0.9,"2Z1_R1","2Z1_R1","0.2800","NA"
"QLDGovernment","SBT_9038_1",0.8,0.9,"2Z2_Clay","2Z2_Clay","33","%"
"QLDGovernment","SBT_9038_1",0.8,0.9,"2Z2_CS","2Z2_CS","30","%"
"QLDGovernment","SBT_9038_1",0.8,0.9,"2Z2_FS","2Z2_FS","32","%"
"QLDGovernment","SBT_9038_1",0.8,0.9,"2Z2_Silt","2Z2_Silt","6","%"
"QLDGovernment","SBT_9038_1",0.8,0.9,"3A1","3A1","0.0100","dS/m"
"QLDGovernment","SBT_9038_1",0.8,0.9,"4A1","4A1","6.4000","NA"
"QLDGovernment","SBT_9038_1",0.8,0.9,"4B1","4B1","6.4000","NA"
"QLDGovernment","SBT_9038_1",0.8,0.9,"5A2","5A2","20","mg/kg"
"QLDGovernment","SBT_9038_1",0.8,0.9,"9A1","9A1","0.0160","%"
"QLDGovernment","SBT_9038_1",1.1,1.2,"10A1","10A1","0.0050","%"
"QLDGovernment","SBT_9038_1",1.1,1.2,"15C1_Ca",NA,"3.2000","None"
"QLDGovernment","SBT_9038_1",1.1,1.2,"15C1_CEC","15C1_CEC","7","meq/100g"
"QLDGovernment","SBT_9038_1",1.1,1.2,"15C1_K","15C1_K","0.0400","meq/100g"
"QLDGovernment","SBT_9038_1",1.1,1.2,"15C1_Mg",NA,"3.1000","None"
"QLDGovernment","SBT_9038_1",1.1,1.2,"15C1_Na",NA,"0.1100","None"
"QLDGovernment","SBT_9038_1",1.1,1.2,"17A1","17A1","0.0390","%"
